name,symbol,fullname,Second
AT1G48850,EMB1144,embryo defective 1144,NA
AT1G48860,EPSPS,5-enolpyruvylshikimate-3-phosphate synthase,NA
AT1G48880,TBL7,TRICHOME BIREFRINGENCE-LIKE 7,NA
AT1G48910,YUC10,YUCCA 10,NA
AT1G48920,ATNUC-L1,nucleolin like 1," NUC-L1--nucleolin like 1,   NUC1--nucleolin 1,   PARL1--PARALLEL 1"
AT1G48930,AtGH9C1,glycosyl hydrolase 9C1, GH9C1--glycosyl hydrolase 9C1
AT1G48940,AtENODL6,"NA", ENODL6--early nodulin-like protein 6
AT1G48980,ALKBH9A,AtALKBH9A,NA
AT1G49005,CLE11,CLAVATA3/ESR-RELATED 11,NA
AT1G49010,MYBS1,"NA",NA
AT1G49040,SCD1,STOMATAL CYTOKINESIS-DEFECTIVE 1,NA
AT1G49050,APCB1,"NA",NA
AT1G49120,CRF9,cytokinin response factor 9,NA
AT1G49130,BBX17,B-box domain protein 17,NA
AT1G49160,WNK7,"NA",NA
AT1G49190,ARR19,response regulator 19, RR19--response regulator 19
AT1G49230,AtATL78,"NA", ATL78--Arabidopsis Tóxicos en Levadura 78
AT1G49240,ACT8,actin 8, FIZ1--FRIZZY AND KINKED SHOOTS
AT1G49270,AtPERK7,proline-rich extensin-like receptor kinase 7, PERK7--proline-rich extensin-like receptor kinase 7
AT1G49290,PEG2,"NA",NA
AT1G49300,ATRAB7,ARABIDOPSIS RAB GTPASE HOMOLOG  7," ATRABG3E--ARABIDOPSIS RAB GTPASE HOMOLOG  G3E,   RABG3E--RAB GTPase homolog  G3E"
AT1G49320,ATUSPL1,unknown seed protein like 1, USPL1--unknown seed protein like 1
AT1G49340,ATPI4K ALPHA,"NA",NA
AT1G49400,emb1129,embryo defective 1129,NA
AT1G49405,CASPL5C3,CASP-like protein 5C3,NA
AT1G49410,TOM6,translocase of the outer mitochondrial membrane 6,NA
AT1G49430,LACS2,long-chain acyl-CoA synthetase 2, LRD2--LATERAL ROOT DEVELOPMENT 2
AT1G49435,LCR16,low-molecular-weight cysteine-rich 16,NA
AT1G49480,RTV1,related to vernalization1 1,NA
AT1G49490,LRX9,leucine-rich repeat/extensin 9,NA
AT1G49510,DPG1,DELAYED PALE-GREENING1, emb1273--embryo defective 1273
AT1G49530,GFPPS3,"NA"," GGPPS1--geranylgeranyl pyrophosphate synthase 1,   GGPS6--geranylgeranyl pyrophosphate synthase 6"
AT1G49540,AtELP2,Elongator subunit 2, ELP2--elongator protein 2
AT1G49560,HHO6,HRS1 HOMOLOG6,NA
AT1G49590,ZOP1,Zinc-finger and OCRE domain-containing Protein 1,NA
AT1G49600,ATRBP47A,RNA-binding protein 47A, RBP47A--RNA-binding protein 47A
AT1G49620,AtKRP7,"NA"," ICK5--NA,   ICN6--NA,   KRP7--KIP-RELATED PROTEIN 7"
AT1G49630,ATPREP2,presequence protease 2, PREP2--presequence protease 2
AT1G49660,AtCXE5,carboxyesterase 5, CXE5--carboxyesterase 5
AT1G49670,NQR,"NA",NA
AT1G49710,ATFUT12,"NA"," FUCT2--NA,   FUCTB--NA,   FUT12--fucosyltransferase 12"
AT1G49720,ABF1,abscisic acid responsive element-binding factor 1, AtABF1--NA
AT1G49760,PAB8,poly(A) binding protein 8, PABP8--POLY(A) BINDING PROTEIN 8
AT1G49770,RGE1,RETARDED GROWTH OF EMBRYO 1, ZOU--ZHOUPI
AT1G49780,PUB26,plant U-box 26,NA
AT1G49810,ATNHD2,Na+/H+ antiporter 2," NHD2--Na+/H+ antiporter 2,   NHD2--SODIUM:HYDROGEN ANTIPORTER 2"
AT1G49820,ATMTK,S-methyl-5-thioribose kinase," MTK--S-methyl-5-thioribose kinase,   MTK1--5-methylthioribose kinase 1"
AT1G49840,BDR5,Boundary of ROP domain5,NA
AT1G49860,ATGSTF14,glutathione S-transferase (class phi) 14, GSTF14--glutathione S-transferase (class phi) 14
AT1G49880,AtErv1,"NA"," EMB3106--EMBRYO DEFECTIVE 3106,   Erv1--Erv1"
AT1G49890,QWRF2,QWRF domain containing 2,NA
AT1G49910,BUB3.2,BUB (BUDDING UNINHIBITED BY BENZYMIDAZOL) 3.2,NA
AT1G49950,ATTRB1,TELOMERE REPEAT BINDING FACTOR 1, TRB1--telomere repeat binding factor 1
AT1G49970,CLPR1,CLP protease proteolytic subunit 1," NCLPP5--NUCLEAR CLPP 5,   SVR2--SUPPRESSOR OF VARIEGATION 2"
AT1G50010,TUA2,tubulin alpha-2 chain,NA
AT1G50030,TOR,target of rapamycin,NA
AT1G50055,TAS1B,trans-acting siRNA1B,NA
AT1G50090,AtBCAT7,"NA", BCAT7--branched-chain amino acid transaminase 7
AT1G50110,BCAT6,branched-chain aminotransferase 6,NA
AT1G50120,LOT,Loss of TGN,NA
AT1G50170,ATSIRB,sirohydrochlorin ferrochelatase B, SIRB--sirohydrochlorin ferrochelatase B
AT1G50200,ACD,"NA", ALATS--Alanyl-tRNA synthetase
AT1G50240,FU,FUSED, TIO--TWO IN ONE
AT1G50250,FTSH1,FTSH protease 1,NA
AT1G50260,NTMC2T5.1,N-terminal-transmembrane-C2 domain type 5.1, NTMC2TYPE5.1--NA
AT1G50280,BPH1,BTB/POZ protein hypersensitive to ABA 1,NA
AT1G50300,TAF15,TBP-associated factor 15,NA
AT1G50310,ATSTP9,SUGAR TRANSPORTER 9, STP9--sugar transporter 9
AT1G50320,ATHX,thioredoxin X," ATX--THIOREDOXIN X,   THX--thioredoxin X"
AT1G50360,ATVIIIA,MYOSIN VIII A, VIIIA--NA
AT1G50370,AtFYPP1,"NA"," FYPP1--flower- specific, phytochrome-associated protein phosphatase 1"
AT1G50410,CHR28,chromatin remodeling 28, FRG2--SNF2-RING-HELICASE?LIKE 2
AT1G50420,SCL-3,SCARECROW-LIKE 3, SCL3--scarecrow-like 3
AT1G50430,7RED,"DELTA5,7-STEROL DELTA7 REDUCTASE"," DWF5--DWARF 5,   LE--LEPIDA,   PA--PARVA,   ST7R--STEROL DELTA7 REDUCTASE"
AT1G50460,ATHKL1,"NA", HKL1--hexokinase-like 1
AT1G50480,THFS,10-formyltetrahydrofolate synthetase,NA
AT1G50490,UBC20,ubiquitin-conjugating enzyme 20,NA
AT1G50500,ATVPS53,ARABIDOPSIS THALIANA VPS53 HOMOLOG," HIT1--HEAT-INTOLERANT 1,   VPS53--NA"
AT1G50520,CYP705A27,"cytochrome P450, family 705, subfamily A, polypeptide 27",NA
AT1G50550,CYP705A26P,"cytochrome P450, family 705, subfamily A, polypeptide 26, pseudogene",NA
AT1G50560,CYP705A25,"cytochrome P450, family 705, subfamily A, polypeptide 25",NA
AT1G50600,SCL5,scarecrow-like 5,NA
AT1G50610,PRK5,pollen receptor like kinase 5,NA
AT1G50640,ATERF3,"NA", ERF3--ethylene responsive element binding factor 3
AT1G50650,KRS,KERBEROS,NA
AT1G50670,OTU2,ovarian tumor domain (OTU)-containing DUB (deubiquitilating enzyme) 2,NA
AT1G50700,CPK33,calcium-dependent protein kinase 33,NA
AT1G50710,AUG4,augmin subunit 4,NA
AT1G50735,SADHU8-1,sadhu non-coding retrotransposon 8-1,NA
AT1G50840,POLGAMMA2,polymerase gamma 2, PolIA--polymerase I A
AT1G50900,GDC1,Grana Deficient Chloroplast 1, LTD--LHCP translocation defect
AT1G50920,Nog1-1,"NA",NA
AT1G50930,VUP2,VASCULAR-RELATED UNKNOWN PROTEIN 2,NA
AT1G50940,ETFALPHA,electron transfer flavoprotein alpha,NA
AT1G50960,ATGA2OX7,ARABIDOPSIS THALIANA GIBBERELLIN 2-OXIDASE 7, GA2OX7--gibberellin 2-oxidase 7
AT1G50990,BSK11,brassinosteroid-signaling kinase 11,NA
AT1G51060,HTA10,histone H2A 10,NA
AT1G51070,bHLH115,basic Helix-Loop-Helix 115,NA
AT1G51090,AtHMAD1,"NA",NA
AT1G51100,CRR41,CHLORORESPIRATORY REDUCTION 41,NA
AT1G51140,AKS1,ABA-responsive kinase substrate 1," CFLAP1--AtCFL1 associated protein 1,   FBH3--FLOWERING BHLH 3"
AT1G51150,DEG6,degradation of periplasmic proteins 6, DegP6--DegP protease 6
AT1G51160,AtBET5,"NA",NA
AT1G51170,AGC2-3,AGC2 kinase 3, UCN--UNICORN
AT1G51190,PLT2,PLETHORA 2,NA
AT1G51220,AtWIP5,"NA", WIP5--WIP domain protein 5
AT1G51260,LPAT3,lysophosphatidyl acyltransferase 3,NA
AT1G51340,MATE,multi-drug and toxic compound extrusion,NA
AT1G51355,SMR9,"NA",NA
AT1G51360,ATDABB1,DIMERIC A/B BARREL DOMAINS-PROTEIN 1, DABB1--dimeric A/B barrel domainS-protein 1
AT1G51390,ATNFU1,"NA", NFU5--NFU domain protein 5
AT1G51420,ATSPP1,SUCROSE-PHOSPHATASE 1, SPP1--sucrose-phosphatase 1
AT1G51440,DALL2,DAD1-Like Lipase 2,NA
AT1G51450,ASH2R,ARABIDOPSIS Ash2 RELATIVE, TRO--TRAUCO
AT1G51460,ABCG13,ATP-binding cassette G13, FOP2--Folded Petals 2
AT1G51470,BGLU35,beta glucosidase 35, TGG5--THIOGLUCOSIDE GLUCOHYDROLASE 5
AT1G51480,RSG1,Resistance Silenced Gene 1,NA
AT1G51490,BGLU36,beta glucosidase 36, TGG6--beta-thioglucoside glucohydrolase 6
AT1G51500,ABCG12,ATP-binding cassette G12," AtABCG12--NA,   ATWBC12--ARABIDOPSIS THALIANA WHITE-BROWN COMPLEX 12,   CER5--ECERIFERUM 5,   D3--NA,   WBC12--WHITE-BROWN COMPLEX 12"
AT1G51510,Y14,"NA",NA
AT1G51570,FTIP4,FT INTERACTING PROTEIN 4, MCTP4--multiple C2 domain and transmembrane region protein 4
AT1G51590,MANIB,ALPHA-MANNOSIDASE IB, MNS1--alpha-mannosidase 1
AT1G51600,GATA28,GATA TRANSCRIPTION FACTOR 28," TIFY2A--NA,   ZML2--ZIM-LIKE 2"
AT1G51630,AtMSR2,"NA", MSR2--Mannan Synthesis Related 2
AT1G51640,ATEXO70G2,exocyst subunit exo70 family protein G2, EXO70G2--exocyst subunit exo70 family protein G2
AT1G51660,ATMEK4,ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4," ATMKK4--ARABIDOPSIS THALIANA MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4,   MKK4--mitogen-activated protein kinase kinase 4"
AT1G51670,HTT5,HEAT-INDUCED TAS1 TARGET 5,NA
AT1G51680,4CL.1,4-COUMARATE:COA LIGASE 1," 4CL1--4-coumarate:CoA ligase 1,   AT4CL1--ARABIDOPSIS THALIANA 4-COUMARATE:COA LIGASE 1"
AT1G51690,ATB ALPHA,protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform, B ALPHA--protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
AT1G51700,ADOF1,DOF zinc finger protein 1, DOF1--DOF zinc finger protein 1
AT1G51710,ATUBP6,"NA", UBP6--ubiquitin-specific protease 6
AT1G51740,ATSYP81,"NA"," ATUFE1--ARABIDOPSIS THALIANA ORTHOLOG OF YEAST UFE1 (UNKNOWN FUNCTION-ESSENTIAL 1),   SYP81--syntaxin of plants 81,   UFE1--ORTHOLOG OF YEAST UFE1 (UNKNOWN FUNCTION-ESSENTIAL 1)"
AT1G51745,PWWP2,PRO-TRP-PRO-TRP protein 2, SL1--NA
AT1G51760,IAR3,IAA-ALANINE RESISTANT 3, JR3--JASMONIC ACID RESPONSIVE 3
AT1G51780,ILL5,IAA-leucine resistant (ILR)-like gene 5,NA
AT1G51800,IOS1,IMPAIRED OOMYCETE SUSCEPTIBILITY 1,NA
AT1G51805,SIF3,stress induced factor 3,NA
AT1G51820,SIF4,stress induced factor 4,NA
AT1G51830,SIF1,stress induced factor 1,NA
AT1G51840,SIF1,stress induced factor 1,NA
AT1G51850,SIF2,stress induced factor 2,NA
AT1G51880,RHS6,root hair specific 6,NA
AT1G51900,ISTL12,IST1-LIKE 12,NA
AT1G51940,AtLYK3,"NA", LYK3--LysM-containing receptor-like kinase 3
AT1G51950,IAA18,indole-3-acetic acid inducible 18,NA
AT1G51960,IQD27,IQ-domain 27,NA
AT1G51965,ABO5,ABA Overly-Sensitive 5,NA
AT1G52030,F-ATMBP,"NA"," MBP1.2--NA,   MBP2--myrosinase-binding protein 2"
AT1G52040,ATMBP,"NA", MBP1--myrosinase-binding protein 1
AT1G52080,AR791,"NA",NA
AT1G52150,ATHB-15,"NA"," ATHB15--NA,   CNA--CORONA,   ICU4--INCURVATA 4"
AT1G52160,TRZ3,tRNAse Z3,NA
AT1G52185,MIR406,microRNA406,NA
AT1G52190,AtNPF1.2,"NA"," NPF1.2--NRT1/ PTR family 1.2,   NRT1.11--nitrate transporter 1.11"
AT1G52220,CURT1C,CURVATURE THYLAKOID 1C,NA
AT1G52230,PSAH-2,PHOTOSYSTEM I SUBUNIT H-2," PSAH2--photosystem I subunit H2,   PSI-H--NA"
AT1G52240,ATROPGEF11,"NA"," PIRF1--phytochrome interacting RopGEF 1,   ROPGEF11--ROP (rho of plants) guanine nucleotide exchange factor 11"
AT1G52260,ATPDI3,ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 3," ATPDIL1-5--PDI-like 1-5,   PDI3--PROTEIN DISULFIDE ISOMERASE 3,   PDIL1-5--PDI-like 1-5"
AT1G52280,AtRABG3d,RAB GTPase homolog G3D, RABG3d--RAB GTPase homolog G3D
AT1G52290,AtPERK15,proline-rich extensin-like receptor kinase 15, PERK15--proline-rich extensin-like receptor kinase 15
AT1G52315,ISTL9,IST1-LIKE 9,NA
AT1G52340,ABA2,ABA DEFICIENT 2," ATABA2--ARABIDOPSIS THALIANA ABA DEFICIENT 2,   ATSDR1--SHORT-CHAIN DEHYDROGENASE/REDUCTASE 1,   GIN1--GLUCOSE INSENSITIVE 1,   ISI4--IMPAIRED SUCROSE INDUCTION 4,   SDR1--SHORT-CHAIN DEHYDROGENASE REDUCTASE 1,   SIS4--SUGAR-INSENSITIVE 4,   SRE1--SALT RESISTANT 1"
AT1G52400,ATBG1,A. THALIANA BETA-GLUCOSIDASE 1," BGL1--BETA-GLUCOSIDASE HOMOLOG 1,   BGLU18--beta glucosidase 18"
AT1G52410,AtTSA1,"NA", TSA1--TSK-associating protein 1
AT1G52500,ATFPG-1,A. THALIANA FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 1," ATFPG-2--FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 2,   ATMMH-1--MUTM homolog-1,   ATMMH-2--NA,   FPG-1--FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 1,   FPG-2--FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE 2,   MMH--MUTM homolog,   MMH-1--MUTM homolog-1,   MMH-2--NA"
AT1G52520,FRS6,FAR1-related sequence 6,NA
AT1G52570,PLDALPHA2,phospholipase D alpha 2,NA
AT1G52580,ATRBL5,RHOMBOID-like protein 5, RBL5--RHOMBOID-like protein 5
AT1G52620,MTSF2,mitochondrial stability factor 2, PPR19--pentatricopeptide repeat protein 19
AT1G52670,BADC2,biotin/lipoyl attachment domain containing 2, BLP1--BCCP-Like Protein 1
AT1G52690,LEA7,LATE EMBRYOGENESIS ABUNDANT 7,NA
AT1G52740,H2A.Z,"NA", HTA9--histone H2A protein 9
AT1G52760,AtMAGL3,"NA"," CSE--Caffeoyl Shikimate Esterase,   LysoPL2--lysophospholipase 2"
AT1G52827,ATCDT1,"NA"," AthCYSTM2--Cysteine-Rich Transmembrane Module 2,   CDT1--CADMIUM TOLERANCE 1"
AT1G52830,IAA6,indole-3-acetic acid 6, SHY1--SHORT HYPOCOTYL 1
AT1G52880,ANAC018,Arabidopsis NAC domain containing protein 18," ATNAM--NA,   NAM--NO APICAL MERISTEM,   NARS2--NAC-REGULATED SEED MORPHOLOGY 2"
AT1G52890,ANAC019,NAC domain containing protein 19," ANAC19--NA,   NAC019--NAC domain containing protein 19"
AT1G52920,GCR2,G-PROTEIN COUPLED RECEPTOR 2, GPCR--G protein coupled receptor
AT1G52930,atBRX1-2,Arabidopsis homologue of yeast Brx1 2,NA
AT1G52940,ATPAP5,"NA", PAP5--purple acid phosphatase 5
AT1G52970,DD11,downregulated in DIF1 11,NA
AT1G52980,AtNug2,nuclear/nucleolar GTPase 2, Nug2--nuclear/nucleolar GTPase 2
AT1G53000,AtCKS,"NA"," CKS--CMP-KDO synthetase,   KDSB--NA"
AT1G53020,UBC26,ubiquitin-conjugating enzyme 26,NA
AT1G53025,PFU3,PHO2 FAMILY UBIQUITIN CONJUGATION ENZYME 3, UBC26--ubiquitin-conjugating enzyme 26
AT1G53090,SPA4,SPA1-related 4,NA
AT1G53130,GRI,GRIM REAPER,NA
AT1G53140,DRP5A,Dynamin related protein 5A,NA
AT1G53160,FTM6,FLORAL TRANSITION AT THE MERISTEM6, SPL4--squamosa promoter binding protein-like 4
AT1G53165,ATMAP4K ALPHA1,"NA",NA
AT1G53170,ATERF-8,"NA"," ATERF8--ETHYLENE RESPONSE ELEMENT BINDING FACTOR 4,   ERF8--ethylene response factor 8"
AT1G53190,TEAR1,TIE1-ASSOCIATED 33 RING-TYPE E3 LIGASE 1,NA
AT1G53210,AtNCL,"NA", NCL--Na+/Ca2+ exchanger
AT1G53230,TCP3,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 3",NA
AT1G53240,mMDH1,mitochondrial malate dehydrogenase 1,NA
AT1G53270,ABCG10,ATP-binding cassette G10,NA
AT1G53280,AtDJ1B,DJ-1 homolog B," DJ-1b--NA,   DJ1B--DJ-1 homolog B"
AT1G53300,TTL1,tetratricopeptide-repeat thioredoxin-like 1,NA
AT1G53310,ATPEPC1,"NA"," ATPPC1--phosphoenolpyruvate carboxylase 1,   PEPC1--PEP(PHOSPHOENOLPYRUVATE) CARBOXYLASE 1,   PPC1--phosphoenolpyruvate carboxylase 1"
AT1G53320,AtTLP7,tubby like protein 7, TLP7--tubby like protein 7
AT1G53390,ABCG24,ATP-binding cassette G24,NA
AT1G53430,NILR2,NEMATODE-INDUCED LRR-RLK 2,NA
AT1G53470,MSL4,mechanosensitive channel of small conductance-like 4,NA
AT1G53480,ATMRD1,ARABIDOPSIS MTO 1 RESPONDING DOWN 1, MRD1--MTO 1 RESPONDING DOWN 1
AT1G53490,HEI10,homolog of human HEI10 ( Enhancer of cell Invasion No.10),NA
AT1G53500,ATMUM4,ARABIDOPSIS THALIANA MUCILAGE-MODIFIED 4," ATRHM2--ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 2,   MUM4--MUCILAGE-MODIFIED 4,   RHM2--RHAMNOSE BIOSYNTHESIS 2"
AT1G53510,ATMPK18,ARABIDOPSIS THALIANA MAP KINASE 18, MPK18--mitogen-activated protein kinase 18
AT1G53520,AtFAP3,"NA", FAP3--fatty-acid-binding protein 3
AT1G53530,AtIMP1a,"NA",NA
AT1G53570,MAP3KA,mitogen-activated protein kinase kinase kinase 3, MAPKKK3--MAP KINASE KINASE KINASE 3
AT1G53580,ETHE1,ETHE1-LIKE," ETHE1--ETHYLMALONIC ENCEPHALOPATHY PROTEIN1,   GLX2-3--GLYOXALASE 2-3,   GLY3--glyoxalase II  3"
AT1G53590,NTMC2T6.1,"NA", NTMC2TYPE6.1--NA
AT1G53650,CID8,CTC-interacting domain 8,NA
AT1G53670,ATMSRB1,"NA", MSRB1--methionine sulfoxide reductase B 1
AT1G53680,ATGSTU28,glutathione S-transferase TAU 28, GSTU28--glutathione S-transferase TAU 28
AT1G53683,MIR169D,microRNA169D,NA
AT1G53687,MIR169E,microRNA169E,NA
AT1G53700,PK3AT,PROTEIN KINASE 3 ARABIDOPSIS THALIANA, WAG1--WAG 1
AT1G53708,RTFL9,ROTUNDIFOLIA like 9,NA
AT1G53720,ATCYP59,CYCLOPHILIN 59, CYP59--cyclophilin 59
AT1G53730,SRF6,STRUBBELIG-receptor family 6,NA
AT1G53750,RPT1A,regulatory particle triple-A 1A,NA
AT1G53830,ATPME2,pectin methylesterase 2, PME2--pectin methylesterase 2
AT1G53840,ATPME1,pectin methylesterase 1, PME1--pectin methylesterase 1
AT1G53850,ATPAE1,ARABIDOPSIS 20S PROTEASOME ALPHA SUBUNIT E1, PAE1--20S proteasome alpha subunit E1
AT1G53910,ERF74,ETHYLENE RESPONSE FACTOR 74, RAP2.12--related to AP2 12
AT1G53920,GLIP5,GDSL-motif lipase 5,NA
AT1G53940,GLIP2,GDSL-motif lipase 2,NA
AT1G53990,GLIP3,GDSL-motif lipase 3,NA
AT1G54000,GLL22,GDSL lipase-like protein 22,NA
AT1G54010,GLL23,GDSL-like lipase 23,NA
AT1G54030,ERMO3,ENDOPLASMIC RETICULUM MORPHOLOGY 3," GOLD36--GOLGI DEFECTS 36,   MVP1--MODIFIED VACUOLE PHENOTYPE 1,   NUC--NUCLEAR CAGE"
AT1G54040,ESP,epithiospecifier protein," ESR--EPITHIOSPECIFYING SENESCENCE REGULATOR,   TASTY--NA"
AT1G54060,ASIL1,6B-interacting protein 1-like 1,NA
AT1G54080,UBP1A,oligouridylate-binding protein 1A,NA
AT1G54090,ATEXO70D2,exocyst subunit exo70 family protein D2, EXO70D2--exocyst subunit exo70 family protein D2
AT1G54100,ALDH7B4,aldehyde dehydrogenase 7B4,NA
AT1G54115,ATCCX4,CATION CALCIUM EXCHANGER 4, CCX4--cation calcium exchanger 4
AT1G54130,AT-RSH3,"NA"," ATRSH3--RELA/SPOT HOMOLOG 3,   RSH3--RELA/SPOT homolog 3"
AT1G54140,TAF9,TBP-ASSOCIATED FACTOR 9, TAFII21--TATA binding protein associated factor 21kDa subunit
AT1G54150,SPL2,SP1-like 2,NA
AT1G54160,NF-YA5,"nuclear factor Y, subunit A5", NFYA5--NUCLEAR FACTOR Y A5
AT1G54170,CID3,CTC-interacting domain 3,NA
AT1G54180,ATBRXL3,ARABIDOPSIS THALIANA BREVIS RADIX-LIKE 3, BRX-LIKE3--BREVIS RADIX-like 3
AT1G54200,BG3,BIG GRAIN 3,NA
AT1G54210,APG12,AUTOPHAGY 12," ATATG12--NA,   ATG12A--AUTOPHAGY 12 A"
AT1G54220,mtE2-3,mitochondrial pyruvate dehydrogenase subunit 2-3,NA
AT1G54250,ATRPABC16.5,"NA"," NRPB8A--NA,   NRPE8A--NA"
AT1G54270,EIF4A-2,eif4a-2,NA
AT1G54280,ALA6,Aminophospholipid ATPase 6,NA
AT1G54330,ANAC020,NAC domain containing protein 20, NAC020--NAC domain containing protein 20
AT1G54340,ICDH,isocitrate dehydrogenase,NA
AT1G54350,ABCD2,ATP-binding cassette D2,NA
AT1G54360,TAF6B,TBP-ASSOCIATED FACTOR 6B," TAF6B1--TBP-ASSOCIATED FACTOR 6B1,   TAF6B2--TBP-ASSOCIATED FACTOR 6B2,   TAF6B4--TBP-associated factor 6B4"
AT1G54370,ATNHX5,NA+/H+ ANTIPORTER 5, NHX5--sodium hydrogen exchanger 5
AT1G54380,GEMIN2,GEMIN2,NA
AT1G54385,SINE1,"NA",NA
AT1G54390,ING2,INHIBITOR OF GROWTH 2,NA
AT1G54410,AtHIRD11,"NA", HIRD11--dehydrin 11kDa
AT1G54440,AAtrimmer1,"NA"," AtRRP6L1--NA,   RRP6L1--RRP6-like 1"
AT1G54470,RPP27,resistance to Peronospora parasitica 27,NA
AT1G54490,AIN1,ACC INSENSITIVE 1," ATXRN4--EXORIBONUCLEASE 4,   EIN5--ETHYLENE INSENSITIVE 5,   XRN4--exoribonuclease 4"
AT1G54510,ATNEK1,NIMA-related serine/threonine kinase 1, NEK1--NIMA-related serine/threonine kinase 1
AT1G54520,FLAP1,Fluctuating-Light- Acclimation Protein1,NA
AT1G54540,NHL11,"NA",NA
AT1G54560,ATXIE,MYOSIN XI E, XIE--NA
AT1G54570,PES1,phytyl ester synthase 1,NA
AT1G54580,ACP2,acyl carrier protein 2, AtACP2--NA
AT1G54590,PRP18b,"NA",NA
AT1G54630,ACP3,acyl carrier protein 3, AtACP3--NA
AT1G54650,AtTRM140b,"NA", TRM140b--tRNA methyltransferase 140b
AT1G54690,G-H2AX,GAMMA H2AX," GAMMA-H2AX--gamma histone variant H2AX,   H2AXB--NA,   HTA3--histone H2A 3"
AT1G54710,ATATG18H,homolog of yeast autophagy 18 (ATG18) H, ATG18H--homolog of yeast autophagy 18 (ATG18) H
AT1G54760,AGL85,AGAMOUS-like 85,NA
AT1G54780,AtTLP18.3,"NA", TLP18.3--thylakoid lumen protein 18.3
AT1G54830,NF-YC3,"nuclear factor Y, subunit C3",NA
AT1G54840,IDM2,increased DNA methylation 2, ROS5--NA
AT1G54940,GUX4,Glucuronic Acid Substitution of Xylan 4, PGSIP4--plant glycogenin-like starch initiation protein 4
AT1G54960,ANP2,NPK1-related protein kinase 2," MAPKKK2--MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASES 2,   NP2--NPK1-related protein kinase 2"
AT1G54970,ATPRP1,proline-rich protein 1," PRP1--proline-rich protein 1,   RHS7--ROOT HAIR SPECIFIC 7"
AT1G54990,AXR4,AUXIN RESISTANT 4," RGR--REDUCED ROOT GRAVITROPISM,   RGR1--REDUCED ROOT GRAVITROPISM 1"
AT1G55010,PDF1.5,plant defensin 1.5,NA
AT1G55020,ATLOX1,ARABIDOPSIS LIPOXYGENASE 1, LOX1--lipoxygenase 1
AT1G55040,SED1,slow embryo development1,NA
AT1G55060,UBQ12,ubiquitin 12,NA
AT1G55080,MED9,"NA",NA
AT1G55110,AtIDD7,indeterminate(ID)-domain 7," IDD7--indeterminate(ID)-domain 7,   REDSTART--NA"
AT1G55120,AtcwINV3,6-fructan exohydrolase," ATFRUCT5--beta-fructofuranosidase 5,   FRUCT5--beta-fructofuranosidase 5"
AT1G55130,AtTMN6,"NA", TMN6--transmembrane nine 6
AT1G55140,RNC3,"NA",NA
AT1G55150,AtRH20,"NA", RH20--RNA helicase 20
AT1G55180,PLDALPHA4,"NA", PLDEPSILON--phospholipase D alpha 4
AT1G55190,PRA1.F2,PRENYLATED RAB ACCEPTOR 1.F2, PRA7--NA
AT1G55250,HUB2,histone mono-ubiquitination 2,NA
AT1G55260,LTPG6,glycosylphosphatidylinositol-anchored lipid protein transfer 6,NA
AT1G55270,SAGL1,SMALL AND GLOSSY LEAVES1,NA
AT1G55290,F6'H2,"NA",NA
AT1G55300,TAF7,TBP-associated factor 7,NA
AT1G55310,At-SCL33,SC35-LIKE SPLICING FACTOR 33," ATSCL33--SC35-like splicing factor 33,   SCL33--SC35-LIKE SPLICING FACTOR 33,   SR33--SC35-like splicing factor 33"
AT1G55320,AAE18,acyl-activating enzyme 18,NA
AT1G55325,GCT,GRAND CENTRAL," MAB2--MACCHI-BOU 2,   MED13--Mediator of RNA polymerase II transcription subunit 13"
AT1G55330,AGP21,arabinogalactan protein 21, ATAGP21--ARABINOGALACTAN PROTEIN 21
AT1G55350,ATDEK1,"NA"," DEK1--DEFECTIVE KERNEL 1,   EMB1275--embryo defective 1275,   EMB80--EMBRYO DEFECTIVE 80"
AT1G55370,NDF5,NDH-dependent cyclic electron flow 5,NA
AT1G55420,EDA11,embryo sac development arrest 11,NA
AT1G55460,AtKIN17,"NA", KIN17--NA
AT1G55480,ZKT,"protein containing PDZ domain, a K-box domain, and a TPR region",NA
AT1G55490,CPN60B,chaperonin 60 beta," Cpn60beta1--chaperonin-60beta1,   CPNB1--NA,   LEN1--LESION INITIATION 1"
AT1G55500,ECT4,evolutionarily conserved C-terminal region 4,NA
AT1G55510,BCDH BETA1,branched-chain alpha-keto acid decarboxylase E1 beta subunit,NA
AT1G55520,ATTBP2,A. THALIANA TATA BINDING PROTEIN 2, TBP2--TATA binding protein 2
AT1G55540,LNO1,LONO 1,NA
